Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp,NaOH_stock,NaOH_mole,BattLeachate_volume
0.1727,0.05328,0.4236,0.2745,0.7104,0.4292,NMC532,25,1,0.1354,1
0.06477,0.04948,0.1678,0.2473,0.2493,0.2467,NMC111,25,1,0.1251,1
0.2266,0.07918,0.1033,0.1382,0.3278,0.1899,NMC532,25,1,0.6844,1
0.1343,0.06339,0.2493,0.2443,1.893,0.2435,NMC811,25,1,0.4577,1
0.07969,0.05102,0.01805,0.2749,0.7039,0.4252,NMC532,25,1,0.1297,1
0.009767,0.04706,0.3778,0.2348,0.5526,0.3325,NMC532,25,1,0.2296,1
0.158,0.07717,0.2327,0.1675,0.2472,0.1077,NMC523,25,1,1.451,1
0.202,0.04558,0.1473,0.8621,0.8911,0.9193,NMC111,25,1,1.483,1
0.01906,0.07395,0.3358,0.06827,0.06337,0.06757,NMC111,25,1,0.2134,1
0.1814,0.08071,0.4442,0.2756,0.7055,0.4292,NMC532,25,1,0.6565,1
0.02366,0.09772,0.175,0.1954,1.526,0.1746,NMC811,25,1,0.8652,1
0.2111,0.111,0.4408,0.1568,1.364,0.1446,NMC811,25,1,0.7352,1
0.05434,0.04726,0.01157,0.947,0.9772,1.085,NMC111,25,1,0.08992,1
0.2253,0.1097,0.453,0.7105,1.188,0.4604,NMC523,25,1,0.06121,1
0.2083,0.105,0.03559,0.6263,1.776,0.6564,NMC622,25,1,1.284,1
0.1205,0.108,0.2039,0.1981,0.2176,0.2139,NMC111,25,1,0.06513,1
0.02407,0.05318,0.1922,0.519,1.418,0.4887,NMC622,25,1,0.6883,1
0.09917,0.04407,0.1577,0.9028,0.8044,0.8998,NMC111,25,1,0.04311,1
0.1766,0.04737,0.3332,0.5798,0.8947,0.3787,NMC523,25,1,0.6231,1
0.1691,0.0917,0.1407,0.3223,0.8585,0.4784,NMC532,25,1,0.2864,1
0.08199,0.06934,0.03415,0.9057,0.903,0.9415,NMC111,25,1,0.6475,1
0.05295,0.09534,0.4032,0.316,0.9986,0.3004,NMC622,25,1,0.08283,1
0.163,0.06068,0.2891,0.372,0.5623,0.2618,NMC523,25,1,1.236,1
0.1478,0.1027,0.1831,0.1424,0.243,0.109,NMC523,25,1,0.04383,1
0.1939,0.0395,0.17,0.3935,1.239,0.4143,NMC622,25,1,0.3682,1
0.04409,0.08509,0.3327,0.1719,1.376,0.1786,NMC811,25,1,0.4809,1
0.08583,0.04017,0.1665,0.3061,2.288,0.3011,NMC811,25,1,0.03173,1
0.08361,0.04979,0.1602,0.5623,1.61,0.5735,NMC622,25,1,0.3487,1
0.09709,0.1018,0.3036,0.148,1.029,0.1391,NMC811,25,1,0.06404,1
0.2095,0.03073,0.3982,0.4304,0.4098,0.4062,NMC111,25,1,0.6817,1
0.01342,0.08537,0.254,0.315,2.313,0.2659,NMC811,25,1,0.5518,1
0.2134,0.06528,0.02007,0.2019,0.571,0.1905,NMC622,25,1,1.053,1
0.08481,0.04805,0.3006,0.1448,0.1535,0.1696,NMC111,25,1,0.2543,1
0.2067,0.05462,0.3332,0.5409,1.395,0.802,NMC532,25,1,0.02449,1
0.2087,0.07556,0.04467,0.02351,0.2006,0.02478,NMC811,25,1,0.2214,1
0.1299,0.06033,0.3857,0.7896,0.7285,0.7512,NMC111,25,1,0.03858,1
0.1837,0.01041,0.07703,0.3385,0.577,0.2168,NMC523,25,1,0.9913,1
0.09394,0.01034,0.3636,0.4571,1.172,0.688,NMC532,25,1,0.02825,1
0.2075,0.06923,0.08215,0.3394,0.8286,0.4988,NMC532,25,1,0.157,1
0.1951,0.02066,0.274,0.4844,1.209,0.4191,NMC622,25,1,0.07007,1
0.08906,0.04787,0.04359,0.1853,0.5731,0.1716,NMC622,25,1,0.1579,1
0.09488,0.07379,0.3421,0.1224,0.9681,0.1262,NMC811,25,1,0.06317,1
0.06128,0.06485,0.3837,0.2968,0.4791,0.2081,NMC523,25,1,0.5684,1
0.08033,0.09681,0.3653,0.178,1.351,0.1606,NMC811,25,1,0.2925,1
0.04544,0.03145,0.01391,0.1097,0.9615,0.1144,NMC811,25,1,0.02562,1
0.1477,0.09364,0.3013,0.06763,0.1131,0.04346,NMC523,25,1,0.4971,1
0.2001,0.03427,0.3881,0.4025,0.9042,0.5377,NMC532,25,1,0.02432,1
0.07477,0.1021,0.3174,0.03127,0.251,0.03082,NMC811,25,1,1.158,1
0.0788,0.01648,0.3133,0.4277,1.047,0.6181,NMC532,25,1,0.8763,1
0.1565,0.01024,0.3715,0.1234,1.035,0.1327,NMC811,25,1,0.02542,1
0.06344,0.0132,0.2274,0.07026,0.07505,0.07445,NMC111,25,1,0.7501,1
0.05991,0.1036,0.115,0.04562,0.3389,0.04571,NMC811,25,1,0.7228,1
0.01214,0.08134,0.1437,0.09482,0.7429,0.0904,NMC811,25,1,1.302,1
0.212,0.08979,0.4161,0.4169,1.252,0.3811,NMC622,25,1,0.1788,1
0.02899,0.03993,0.07257,0.9293,1.029,0.9174,NMC111,25,1,0.2263,1
0.1251,0.0285,0.4252,0.8285,0.8975,0.8704,NMC111,25,1,0.1967,1
0.2119,0.01722,0.4354,0.07435,0.1129,0.046,NMC523,25,1,0.05096,1
0.1399,0.02802,0.226,0.4897,0.4351,0.4411,NMC111,25,1,0.3818,1
0.1929,0.0628,0.4322,0.2389,0.2112,0.23,NMC111,25,1,0.1188,1
0.04151,0.04936,0.4369,0.1845,0.4052,0.2608,NMC532,25,1,0.633,1
0.1198,0.03211,0.1259,0.5585,1.764,0.6132,NMC622,25,1,0.08095,1
0.1731,0.04739,0.4386,0.9576,0.9339,1.008,NMC111,25,1,0.1442,1
0.0933,0.06732,0.3363,0.2242,0.2542,0.2329,NMC111,25,1,0.0338,1
0.03145,0.08095,0.3412,1.015,1.055,1.009,NMC111,25,1,1.414,1
0.1155,0.08015,0.1804,0.2144,0.5551,0.3155,NMC532,25,1,0.3686,1
0.2082,0.01034,0.4315,0.5495,1.401,0.9063,NMC532,25,1,0.8459,1
0.22,0.07814,0.1128,0.2186,1.874,0.2152,NMC811,25,1,0.1434,1
0.03143,0.05806,0.2669,0.3811,0.899,0.5541,NMC532,25,1,0.05763,1
0.01605,0.02047,0.2134,0.5941,1.745,0.585,NMC622,25,1,0.2272,1
0.01266,0.01718,0.287,0.0236,0.2013,0.02231,NMC811,25,1,0.02059,1
0.1909,0.04805,0.2222,0.182,0.5562,0.1871,NMC622,25,1,1.414,1
0.05637,0.0968,0.4368,0.2476,0.3663,0.148,NMC523,25,1,0.02469,1
0.156,0.06314,0.1035,0.1691,1.224,0.1683,NMC811,25,1,0.4743,1
0.1813,0.08064,0.3078,0.6183,0.9199,0.4258,NMC523,25,1,0.02379,1
0.1599,0.08157,0.2814,0.6712,1.232,0.4547,NMC523,25,1,0.05631,1
0.1833,0.01521,0.431,0.08683,0.2575,0.09722,NMC622,25,1,0.5221,1
0.03584,0.01752,0.2081,0.6251,1.002,0.4095,NMC523,25,1,0.1081,1
0.07904,0.09471,0.2055,0.4511,1.252,0.388,NMC622,25,1,0.189,1
0.1707,0.04741,0.1409,0.4224,1.029,0.6454,NMC532,25,1,0.08178,1
0.07378,0.09612,0.05335,0.5131,1.233,0.7828,NMC532,25,1,0.4312,1
0.05292,0.0659,0.3826,0.8381,0.8953,0.9357,NMC111,25,1,0.7062,1
0.1857,0.05825,0.1985,0.2029,0.7059,0.2225,NMC622,25,1,0.1307,1
0.01236,0.08029,0.284,0.03879,0.3196,0.03744,NMC811,25,1,0.06938,1
0.217,0.04037,0.3911,0.2479,0.2464,0.2504,NMC111,25,1,0.1869,1
0.1896,0.003873,0.1605,0.04573,0.07019,0.03257,NMC523,25,1,0.9519,1
0.004798,0.09121,0.2817,0.4227,1.202,0.4151,NMC622,25,1,0.03526,1
0.2085,0.07878,0.4112,0.1721,0.4667,0.268,NMC532,25,1,0.1903,1
0.2076,0.08354,0.1419,0.4872,1.165,0.804,NMC532,25,1,0.06958,1
0.1278,0.0251,0.4414,0.1449,0.4279,0.1349,NMC622,25,1,0.07176,1
0.04722,0.0364,0.02353,0.3378,0.6404,0.2498,NMC523,25,1,0.15,1
0.04434,0.02457,0.1053,0.2939,2.417,0.2986,NMC811,25,1,0.09491,1
0.06548,0.0353,0.3656,0.05271,0.1776,0.05578,NMC622,25,1,0.08075,1
0.1083,0.09531,0.3979,0.09825,0.8669,0.09182,NMC811,25,1,0.332,1
0.03598,0.02434,0.04742,0.4021,1.133,0.6383,NMC532,25,1,0.05526,1
0.1159,0.04346,0.2595,0.1262,0.2909,0.1937,NMC532,25,1,0.3156,1
0.0518,0.08265,0.3995,0.4908,1.154,0.786,NMC532,25,1,0.4525,1
0.0304,0.04596,0.1222,0.33,0.7447,0.4932,NMC532,25,1,0.3262,1
0.09529,0.03639,0.3193,0.1241,0.9182,0.1155,NMC811,25,1,0.9375,1
0.09539,0.03215,0.356,0.2621,1.989,0.2707,NMC811,25,1,0.08316,1
0.1426,0.01386,0.04292,0.1288,0.986,0.1213,NMC811,25,1,0.1539,1
0.1265,0.09087,0.3351,0.135,0.3461,0.1955,NMC532,25,1,0.02115,1
0.151,0.009796,0.1881,0.1625,0.4266,0.1593,NMC622,25,1,0.2628,1
0.1129,0.09022,0.2568,0.2196,0.6645,0.2183,NMC622,25,1,0.0943,1
0.1185,0.05124,0.3547,0.09682,0.2556,0.1424,NMC532,25,1,0.7103,1
0.1861,0.05586,0.4114,0.1486,0.3555,0.2059,NMC532,25,1,0.03342,1
0.203,0.01201,0.3435,0.6886,0.6766,0.6934,NMC111,25,1,0.03385,1
0.07283,0.03095,0.4296,0.1535,0.4909,0.1628,NMC622,25,1,1.393,1
0.2191,0.07987,0.3394,0.1374,0.3751,0.1388,NMC622,25,1,0.271,1
0.1522,0.008441,0.3008,0.4489,1.236,0.7336,NMC532,25,1,0.5223,1
0.2149,0.05245,0.2371,0.3034,0.5511,0.2253,NMC523,25,1,0.2326,1
0.03981,0.1014,0.02239,0.6215,1.001,0.372,NMC523,25,1,0.1335,1
0.1739,0.04687,0.455,0.1764,0.4863,0.286,NMC532,25,1,0.08454,1
0.05219,0.07152,0.3082,0.3233,0.7978,0.4639,NMC532,25,1,0.6951,1
0.1263,0.08228,0.191,0.1936,0.5399,0.2879,NMC532,25,1,0.3153,1
0.01235,0.04615,0.2112,0.1547,0.2716,0.1096,NMC523,25,1,0.3448,1
0.08209,0.01251,0.03556,0.4243,1.367,0.4048,NMC622,25,1,1.379,1
0.1163,0.02118,0.3324,0.2765,0.7727,0.5051,NMC532,25,1,0.02155,1
0.04727,0.06398,0.07257,0.02575,0.04222,0.01713,NMC523,25,1,0.0233,1
0.1686,0.01103,0.2005,0.07343,0.608,0.07356,NMC811,25,1,0.7971,1
0.1312,0.1042,0.1606,0.174,1.351,0.1666,NMC811,25,1,0.3616,1
0.1215,0.01303,0.1596,0.0487,0.3812,0.05321,NMC811,25,1,0.0248,1
0.06078,0.08534,0.3328,0.1013,0.3373,0.1044,NMC622,25,1,0.07154,1
0.2032,0.05807,0.2861,0.6202,1.729,0.6097,NMC622,25,1,0.0698,1
0.2037,0.02453,0.01131,0.1546,1.175,0.1366,NMC811,25,1,0.2846,1
0.1767,0.1074,0.2626,0.308,2.348,0.2881,NMC811,25,1,0.3764,1
0.141,0.008202,0.007938,0.4814,1.72,0.5225,NMC622,25,1,0.04888,1
0.2199,0.06808,0.417,0.1488,0.229,0.08464,NMC523,25,1,0.03766,1
0.0119,0.01071,0.3283,0.4417,1.29,0.4359,NMC622,25,1,0.42,1
0.07283,0.08997,0.1437,0.4564,1.116,0.6652,NMC532,25,1,0.1882,1
0.08863,0.01785,0.1418,0.1436,0.4374,0.1377,NMC622,25,1,0.04749,1
0.2196,0.07205,0.2131,0.2545,1.844,0.2471,NMC811,25,1,0.05045,1
0.1842,0.01661,0.1933,0.03962,0.3566,0.04108,NMC811,25,1,0.5541,1
0.03815,0.02535,0.03316,0.09191,0.231,0.1258,NMC532,25,1,0.0405,1
0.2153,0.01041,0.01559,0.4973,0.7568,0.3038,NMC523,25,1,0.05955,1
0.09183,0.0241,0.1622,0.3591,1.133,0.4102,NMC622,25,1,0.2033,1
0.1307,0.005243,0.3981,0.1209,0.282,0.1622,NMC532,25,1,0.02827,1
0.06543,0.04851,0.2244,0.0991,0.3136,0.1143,NMC622,25,1,0.04244,1
0.1625,0.009633,0.3939,0.283,0.8765,0.2936,NMC622,25,1,1.229,1
0.09184,0.07847,0.1859,0.02908,0.2276,0.02725,NMC811,25,1,0.09161,1
0.1245,0.03052,0.4434,0.3408,1.089,0.3727,NMC622,25,1,0.09234,1
0.1973,0.07538,0.3634,0.9371,0.9777,0.89,NMC111,25,1,0.8524,1
0.1232,0.06182,0.3806,0.6968,0.7274,0.7829,NMC111,25,1,0.1403,1
0.09706,0.0336,0.1759,0.6186,1.506,0.8153,NMC532,25,1,1.319,1
0.09816,0.08655,0.3867,0.1819,1.341,0.1642,NMC811,25,1,0.04995,1
0.1644,0.06551,0.3987,0.09923,0.2919,0.0862,NMC622,25,1,0.07464,1
0.03963,0.08824,0.252,0.4575,1.244,0.7609,NMC532,25,1,1.453,1
0.03314,0.0884,0.2253,0.1167,0.9184,0.1087,NMC811,25,1,0.03533,1
0.02993,0.03765,0.2908,0.9656,0.8938,0.9844,NMC111,25,1,0.02004,1
0.07903,0.0839,0.2741,0.534,1.15,0.7162,NMC532,25,1,0.04959,1
0.1641,0.06713,0.2199,0.128,0.2325,0.09668,NMC523,25,1,0.1184,1
0.03277,0.08736,0.008327,0.1267,1.11,0.122,NMC811,25,1,0.8325,1
0.1236,0.06964,0.3131,0.2782,0.9982,0.3398,NMC622,25,1,0.893,1
0.2022,0.03319,0.2295,0.5672,1.776,0.597,NMC622,25,1,0.2742,1
0.04902,0.01977,0.4111,0.1161,0.3503,0.1229,NMC622,25,1,0.2391,1
0.09936,0.03277,0.3844,0.1037,0.8102,0.09343,NMC811,25,1,0.02795,1
0.01021,0.06134,0.3133,0.2865,2.245,0.2852,NMC811,25,1,0.3397,1
0.03262,0.111,0.1403,0.2146,1.879,0.2246,NMC811,25,1,0.3791,1
0.055,0.05698,0.06846,0.9159,0.7788,0.7982,NMC111,25,1,1.055,1
0.219,0.02387,0.1414,0.1385,1.133,0.1477,NMC811,25,1,0.7151,1
0.08935,0.0606,0.2217,0.4824,0.7615,0.3263,NMC523,25,1,0.0279,1
0.1496,0.09733,0.2969,0.5206,0.4706,0.5096,NMC111,25,1,0.03961,1
0.1189,0.05622,0.2074,0.6392,0.66,0.6142,NMC111,25,1,0.05129,1
0.01642,0.1028,0.4407,0.1719,0.5437,0.1818,NMC622,25,1,0.2405,1
0.08092,0.03265,0.1102,0.2995,0.4776,0.1904,NMC523,25,1,0.02535,1
0.09117,0.08394,0.187,0.1731,0.4583,0.2642,NMC532,25,1,0.05285,1
0.1582,0.08615,0.09855,0.2412,2.068,0.2764,NMC811,25,1,0.813,1
0.1268,0.05568,0.08025,0.5484,1.402,0.8605,NMC532,25,1,0.0542,1
0.05452,0.08318,0.2432,0.3833,1.259,0.405,NMC622,25,1,1.41,1
0.1086,0.05266,0.261,0.2507,0.7318,0.2359,NMC622,25,1,0.3733,1
0.1222,0.08877,0.1554,0.1108,0.1154,0.09965,NMC111,25,1,0.5377,1
0.0536,0.02468,0.3495,0.7937,1.416,0.5905,NMC523,25,1,0.405,1
0.1566,0.05276,0.3646,0.4178,0.9966,0.6173,NMC532,25,1,0.7041,1
0.225,0.05304,0.09721,0.7686,1.272,0.5454,NMC523,25,1,0.5713,1
0.1275,0.01988,0.2319,0.3647,1.004,0.5315,NMC532,25,1,1.252,1
0.03787,0.03751,0.3234,0.5712,0.5716,0.546,NMC111,25,1,0.2995,1
0.1869,0.06952,0.02376,0.03109,0.06524,0.03885,NMC532,25,1,0.08026,1
0.0466,0.06834,0.4472,0.3598,0.3595,0.3689,NMC111,25,1,0.02353,1
0.1206,0.02566,0.217,0.1292,1.149,0.1324,NMC811,25,1,0.2522,1
0.1558,0.05616,0.117,0.2884,2.222,0.2989,NMC811,25,1,0.1564,1
0.00563,0.009496,0.06504,1.01,1.051,0.964,NMC111,25,1,0.1124,1
0.1121,0.05726,0.3442,0.2944,0.7368,0.4797,NMC532,25,1,0.08662,1
0.06093,0.03548,0.3925,0.3162,0.4601,0.1924,NMC523,25,1,0.0381,1
0.04577,0.1065,0.3844,0.5305,1.663,0.596,NMC622,25,1,0.3079,1
0.1888,0.03831,0.1422,0.9618,0.9357,0.9763,NMC111,25,1,0.2643,1
0.2002,0.03036,0.2613,0.5376,1.363,0.821,NMC532,25,1,0.05992,1
0.1494,0.02027,0.1611,0.8662,1.536,0.6069,NMC523,25,1,0.1656,1
0.1341,0.05,0.1726,0.01702,0.01759,0.017,NMC111,25,1,0.02608,1
0.05524,0.1017,0.2358,0.5869,0.6041,0.6026,NMC111,25,1,0.03076,1
0.08722,0.03207,0.1495,0.2666,0.7349,0.2686,NMC622,25,1,0.02409,1
0.1097,0.05308,0.3453,0.4505,0.7687,0.3166,NMC523,25,1,0.2764,1
0.02432,0.05481,0.08305,0.2186,1.878,0.2099,NMC811,25,1,0.4285,1
0.1114,0.01785,0.2348,0.03594,0.2928,0.03449,NMC811,25,1,0.3255,1
0.1103,0.03586,0.3006,0.5553,0.9239,0.3691,NMC523,25,1,0.5485,1
0.1402,0.1026,0.4008,0.3478,1.024,0.3354,NMC622,25,1,0.7876,1
0.1555,0.08737,0.1341,0.127,1.02,0.1199,NMC811,25,1,0.05351,1
0.09039,0.01915,0.3456,0.8292,1.375,0.5948,NMC523,25,1,0.3853,1
0.0392,0.008861,0.1819,0.3104,0.8735,0.2736,NMC622,25,1,0.02646,1
0.02526,0.09395,0.07861,0.4452,1.369,0.4492,NMC622,25,1,0.02979,1
0.199,0.03029,0.01085,0.0546,0.1577,0.05167,NMC622,25,1,0.1758,1
0.01337,0.06879,0.2314,0.3239,2.358,0.3205,NMC811,25,1,0.6437,1
0.09792,0.09289,0.4457,0.4282,0.7538,0.3019,NMC523,25,1,0.2222,1
0.1348,0.04841,0.07569,0.9519,0.9065,0.8663,NMC111,25,1,0.3505,1
0.109,0.06494,0.3879,0.4263,0.7644,0.2988,NMC523,25,1,0.04072,1
0.0808,0.06618,0.3822,0.0196,0.04861,0.02924,NMC532,25,1,0.1527,1
0.1576,0.09285,0.2177,0.2261,2.011,0.2272,NMC811,25,1,0.2043,1
0.161,0.05726,0.01642,0.3091,2.237,0.2839,NMC811,25,1,0.6358,1
0.04961,0.1093,0.1645,0.9464,0.9226,0.943,NMC111,25,1,0.06884,1
0.1554,0.1107,0.1484,0.5501,1.384,0.9091,NMC532,25,1,0.06688,1
0.2033,0.00888,0.3019,0.1778,0.3137,0.1197,NMC523,25,1,0.4349,1
0.04809,0.1033,0.2981,0.4165,1.273,0.4201,NMC622,25,1,0.08878,1
0.05959,0.1039,0.4305,0.236,1.865,0.2396,NMC811,25,1,0.353,1
0.01144,0.07432,0.09268,0.1496,0.1522,0.1721,NMC111,25,1,0.05599,1
0.07413,0.03034,0.2142,0.4326,0.7599,0.3209,NMC523,25,1,1.473,1
0.1813,0.01944,0.08683,0.9057,1.371,0.5826,NMC523,25,1,0.08168,1
0.02368,0.06363,0.322,0.4875,0.8259,0.3288,NMC523,25,1,0.3636,1
0.1766,0.03036,0.4325,0.2606,0.6648,0.3612,NMC532,25,1,1.03,1
0.194,0.06423,0.137,0.5391,1.253,0.713,NMC532,25,1,0.7081,1
0.05404,0.05298,0.416,0.6023,1.6,0.5859,NMC622,25,1,0.3932,1
0.02215,0.08158,0.3953,0.2253,0.7159,0.2261,NMC622,25,1,0.02763,1
0.09455,0.08054,0.02353,0.7954,0.8296,0.7672,NMC111,25,1,0.1132,1
0.1127,0.0495,0.05555,0.09514,0.2357,0.1456,NMC532,25,1,0.1053,1
0.2237,0.07366,0.2672,0.4691,1.214,0.4569,NMC622,25,1,0.3069,1
0.1428,0.09906,0.07108,0.2641,0.7439,0.4768,NMC532,25,1,0.09385,1
0.05404,0.0739,0.3528,0.6295,1.552,0.8857,NMC532,25,1,0.05798,1
0.01938,0.04626,0.3002,0.2952,0.6769,0.439,NMC532,25,1,0.06893,1
0.1644,0.03967,0.2584,0.6513,0.9914,0.4428,NMC523,25,1,0.02651,1
0.2122,0.06161,0.1091,0.4422,0.4659,0.4458,NMC111,25,1,0.1238,1
0.1852,0.02781,0.1799,0.7575,1.346,0.5192,NMC523,25,1,0.04011,1
0.1811,0.007458,0.3966,0.6155,1.516,0.9375,NMC532,25,1,0.03403,1
0.1648,0.02321,0.1069,0.2755,0.7508,0.4592,NMC532,25,1,0.1862,1
0.1221,0.02432,0.01123,0.6022,1.742,0.5817,NMC622,25,1,0.8806,1
0.1824,0.05103,0.2215,0.469,1.271,0.8379,NMC532,25,1,0.4241,1
0.1837,0.05502,0.3791,0.4522,0.4103,0.4558,NMC111,25,1,0.8197,1
0.07464,0.08626,0.143,0.1565,0.4945,0.1571,NMC622,25,1,0.04319,1
0.1198,0.01039,0.122,0.1182,0.1129,0.1184,NMC111,25,1,0.4786,1
0.07863,0.06409,0.295,0.9009,0.848,0.8841,NMC111,25,1,0.09689,1
0.1419,0.06763,0.3751,0.2922,1.042,0.314,NMC622,25,1,0.7099,1
0.04237,0.05571,0.4097,0.504,0.9839,0.3693,NMC523,25,1,1.069,1
0.03735,0.07772,0.236,0.06801,0.5864,0.07349,NMC811,25,1,0.9983,1
0.03906,0.05451,0.268,0.1166,0.1903,0.07077,NMC523,25,1,0.635,1
0.09893,0.09471,0.06971,0.2576,0.5974,0.3507,NMC532,25,1,1.021,1
0.04974,0.04022,0.2574,0.3449,0.8559,0.4832,NMC532,25,1,0.2661,1
0.1119,0.02297,0.4291,0.0395,0.1253,0.04045,NMC622,25,1,0.04655,1
0.08433,0.08778,0.2106,0.4649,1.141,0.658,NMC532,25,1,0.1557,1
0.2211,0.08296,0.1893,0.3035,0.3395,0.3149,NMC111,25,1,0.2217,1
0.1563,0.04909,0.2912,0.1191,0.3757,0.128,NMC622,25,1,0.1955,1
0.2072,0.04506,0.1334,0.05896,0.4997,0.05882,NMC811,25,1,0.02014,1
0.1068,0.08587,0.3887,0.199,1.646,0.2009,NMC811,25,1,0.03086,1
0.1289,0.0675,0.116,0.5801,1.799,0.6218,NMC622,25,1,0.03347,1
0.08199,0.009766,0.3224,0.5538,0.8708,0.3557,NMC523,25,1,0.1202,1
0.1898,0.05004,0.2142,0.2379,1.909,0.2465,NMC811,25,1,1.316,1
0.056,0.01901,0.1699,0.6361,1.132,0.4264,NMC523,25,1,0.03772,1
0.133,0.04964,0.3051,0.8659,0.9024,0.805,NMC111,25,1,0.1466,1
0.1275,0.05152,0.1023,0.4768,0.7159,0.2815,NMC523,25,1,0.06237,1
0.1722,0.07299,0.05031,0.07822,0.615,0.07516,NMC811,25,1,0.5709,1
0.06319,0.0835,0.05413,0.187,1.596,0.202,NMC811,25,1,0.1103,1
0.1888,0.03718,0.1365,0.2725,2.13,0.2667,NMC811,25,1,0.04961,1
0.07329,0.06211,0.3397,0.0191,0.04875,0.03452,NMC532,25,1,0.1499,1
0.1554,0.003361,0.01968,0.1978,0.5373,0.2758,NMC532,25,1,0.2912,1
0.03936,0.05309,0.4332,0.1425,0.1419,0.1369,NMC111,25,1,0.1841,1
0.1054,0.03544,0.01658,0.3292,1.059,0.3474,NMC622,25,1,0.05611,1
0.1081,0.09972,0.03474,0.05496,0.1694,0.06454,NMC622,25,1,0.9899,1
0.1609,0.002512,0.3486,0.3998,1.01,0.6294,NMC532,25,1,0.7617,1
0.06111,0.01507,0.3349,0.2149,0.2029,0.1946,NMC111,25,1,0.1901,1
0.02266,0.03178,0.2625,0.1072,0.8804,0.1055,NMC811,25,1,0.3668,1
0.01633,0.04116,0.3296,0.3864,0.6284,0.2479,NMC523,25,1,0.03251,1
0.1092,0.01302,0.06248,0.2409,0.6321,0.3802,NMC532,25,1,1.121,1
0.2206,0.08484,0.02678,0.2741,0.8576,0.2691,NMC622,25,1,0.7807,1
0.1344,0.03987,0.2638,0.381,0.3959,0.3912,NMC111,25,1,0.1544,1
0.1963,0.05641,0.1476,0.5472,1.801,0.5935,NMC622,25,1,0.05108,1
0.2243,0.03729,0.3965,0.06611,0.5593,0.0686,NMC811,25,1,0.7281,1
0.03719,0.05604,0.374,0.361,1.127,0.3709,NMC622,25,1,0.1919,1
0.2062,0.08559,0.3459,0.2995,2.485,0.2922,NMC811,25,1,0.04553,1
0.03573,0.003871,0.45,0.04778,0.1131,0.06824,NMC532,25,1,0.1218,1
0.1103,0.01106,0.01171,0.1432,0.2337,0.09752,NMC523,25,1,0.04771,1
0.1757,0.05202,0.04087,0.1988,1.497,0.1746,NMC811,25,1,0.9357,1
0.009942,0.009908,0.3203,0.04086,0.3329,0.03904,NMC811,25,1,0.7406,1
0.006594,0.07719,0.3812,0.07603,0.2121,0.1321,NMC532,25,1,0.09303,1
0.01723,0.04126,0.05696,0.8054,0.8854,0.8687,NMC111,25,1,0.1135,1
0.2166,0.0553,0.4098,0.8912,0.8903,0.9461,NMC111,25,1,0.4136,1
0.008879,0.06778,0.1586,0.5087,1.416,0.4719,NMC622,25,1,0.03655,1
0.156,0.05658,0.08436,0.1715,0.3878,0.2509,NMC532,25,1,0.06552,1
0.1413,0.05289,0.2241,0.05778,0.1649,0.05725,NMC622,25,1,0.3891,1
0.1713,0.00557,0.007349,0.05273,0.1375,0.07788,NMC532,25,1,0.1044,1
0.1178,0.08736,0.372,0.3557,1.114,0.3542,NMC622,25,1,0.2495,1
0.1325,0.09225,0.03545,0.0872,0.2587,0.09193,NMC622,25,1,0.3963,1
0.0536,0.03484,0.3495,0.1319,1.084,0.1295,NMC811,25,1,1.325,1
0.03492,0.05773,0.07316,0.1913,1.574,0.1852,NMC811,25,1,0.03176,1
0.02156,0.08548,0.3443,0.1909,1.467,0.1774,NMC811,25,1,0.1501,1
0.03605,0.08432,0.2187,0.096,0.7774,0.09999,NMC811,25,1,0.6663,1
0.2091,0.1013,0.251,0.1132,0.347,0.1195,NMC622,25,1,0.9884,1
0.1615,0.1101,0.4045,0.5288,1.47,0.8468,NMC532,25,1,0.1585,1
0.1292,0.1105,0.4028,0.4624,0.7537,0.3089,NMC523,25,1,0.2015,1
0.2123,0.08807,0.1798,0.4724,1.367,0.4832,NMC622,25,1,0.04533,1
0.2113,0.06994,0.3566,0.3084,0.9611,0.3341,NMC622,25,1,0.6738,1
0.1193,0.04134,0.4473,0.1235,0.2305,0.08627,NMC523,25,1,0.6159,1
0.06015,0.01055,0.1228,0.7006,1.192,0.4636,NMC523,25,1,0.08261,1
0.2028,0.08171,0.4566,1.001,0.9259,0.9178,NMC111,25,1,0.3387,1
0.1869,0.02137,0.3942,0.3471,2.393,0.2967,NMC811,25,1,0.07621,1
0.05914,0.09771,0.4412,0.0453,0.1132,0.06659,NMC532,25,1,0.4225,1
0.09658,0.0586,0.1595,0.09417,0.7344,0.0929,NMC811,25,1,0.682,1
0.1234,0.04649,0.4303,0.5424,0.4854,0.5602,NMC111,25,1,0.4433,1
0.05529,0.03657,0.3355,0.9346,1.49,0.6248,NMC523,25,1,0.9147,1
0.07554,0.08097,0.1361,0.1783,0.1796,0.1895,NMC111,25,1,0.5043,1
0.08879,0.01302,0.1868,0.2857,0.3046,0.2908,NMC111,25,1,0.02522,1
0.1068,0.05806,0.3021,0.5812,1.668,0.5604,NMC622,25,1,0.9499,1
0.1419,0.06642,0.04105,0.02166,0.0427,0.01676,NMC523,25,1,0.1827,1
0.008529,0.08133,0.07792,0.8711,0.8378,0.8468,NMC111,25,1,0.1132,1
